model1,model2,p value,cohen value
1EKNNMushroom10,30EKNNMushroom10,0.00017011925273829754,-2.2292224584217766
1EKNNMushroom10,50EKNNMushroom10,1.8879793657162556e-05,-6.436825658631144
5EKNNMushroom10,15EKNNMushroom10,0.031046781145641363,-1.0609237516818508
5EKNNMushroom10,30EKNNMushroom10,0.00017011925273829754,-2.3686731978577815
5EKNNMushroom10,50EKNNMushroom10,1.8879793657162556e-05,-7.981116488569255
10EKNNMushroom10,30EKNNMushroom10,0.00017011925273829754,-2.060804989719317
10EKNNMushroom10,50EKNNMushroom10,1.8879793657162556e-05,-8.00978278590043
15EKNNMushroom10,30EKNNMushroom10,0.0012162112998959323,-1.6682148993690051
15EKNNMushroom10,50EKNNMushroom10,1.8879793657162556e-05,-6.625475990202694
20EKNNMushroom10,30EKNNMushroom10,0.031046781145641307,-1.4071981636019801
20EKNNMushroom10,50EKNNMushroom10,1.8879793657162556e-05,-5.4828866219379595
30EKNNMushroom10,50EKNNMushroom10,1.8879793657162556e-05,-2.8064158839913866
1MKNNMushroom10,5MKNNMushroom10,0.031046781145641307,-1.2433856562769174
1MKNNMushroom10,15MKNNMushroom10,0.006898647100946128,-1.6299337571679324
1MKNNMushroom10,20MKNNMushroom10,0.0012162112998959323,-1.6836738308180208
1MKNNMushroom10,30MKNNMushroom10,1.8879793657162556e-05,-2.7560150375427934
1MKNNMushroom10,50MKNNMushroom10,1.8879793657162556e-05,-5.927408397268503
5MKNNMushroom10,20MKNNMushroom10,0.031046781145641307,-1.075766390162673
5MKNNMushroom10,30MKNNMushroom10,0.00017011925273829754,-2.299062882337317
5MKNNMushroom10,50MKNNMushroom10,1.8879793657162556e-05,-5.367150712319177
10MKNNMushroom10,30MKNNMushroom10,0.00017011925273829754,-1.9700819908427036
10MKNNMushroom10,50MKNNMushroom10,1.8879793657162556e-05,-4.723176782261555
15MKNNMushroom10,30MKNNMushroom10,0.00017011925273829754,-1.8700725610324676
15MKNNMushroom10,50MKNNMushroom10,1.8879793657162556e-05,-4.6780915644801455
20MKNNMushroom10,30MKNNMushroom10,0.031046781145641363,-1.257421453784192
20MKNNMushroom10,50MKNNMushroom10,1.8879793657162556e-05,-3.5717297693594183
30MKNNMushroom10,50MKNNMushroom10,0.0012162112998959323,-1.8673319342679187
1EKNNGlass10,5EKNNGlass10,0.031046781145641307,-1.4268452432566732
1EKNNGlass10,10EKNNGlass10,0.031046781145641363,-1.112922410972512
1EKNNGlass10,15EKNNGlass10,0.00017011925273829754,-2.5264336095426407
1EKNNGlass10,20EKNNGlass10,0.00017011925273829754,-2.5000650676267737
1EKNNGlass10,30EKNNGlass10,1.8879793657162556e-05,-3.0079906513478445
1EKNNGlass10,50EKNNGlass10,1.8879793657162556e-05,-3.530475451920067
5EKNNGlass10,30EKNNGlass10,0.0012162112998959323,-1.7119506728127571
5EKNNGlass10,50EKNNGlass10,1.8879793657162556e-05,-2.9828088779874413
10EKNNGlass10,30EKNNGlass10,0.006898647100946122,-1.603340297976169
10EKNNGlass10,50EKNNGlass10,1.8879793657162556e-05,-2.9348508547903136
15EKNNGlass10,30EKNNGlass10,0.006898647100946122,-1.3831883679425774
15EKNNGlass10,50EKNNGlass10,1.8879793657162556e-05,-2.820518868224402
20EKNNGlass10,30EKNNGlass10,0.00017011925273829754,-1.6335563611198205
20EKNNGlass10,50EKNNGlass10,1.8879793657162556e-05,-2.9319813971293076
30EKNNGlass10,50EKNNGlass10,0.0012162112998959323,-2.0575776633977267
1MKNNGlass10,5MKNNGlass10,0.031046781145641363,-1.0419157040438989
1MKNNGlass10,10MKNNGlass10,0.031046781145641363,-1.0721108082709156
1MKNNGlass10,15MKNNGlass10,0.006898647100946122,-1.5885236578965465
1MKNNGlass10,20MKNNGlass10,0.006898647100946122,-1.4296822601044816
1MKNNGlass10,30MKNNGlass10,0.0012162112998959323,-2.1929084703979496
1MKNNGlass10,50MKNNGlass10,1.8879793657162556e-05,-2.3621537662711884
5MKNNGlass10,15MKNNGlass10,0.031046781145641307,-0.6213314448289217
5MKNNGlass10,30MKNNGlass10,0.006898647100946128,-1.4913937821817096
5MKNNGlass10,50MKNNGlass10,0.00017011925273829754,-2.066380465207449
10MKNNGlass10,30MKNNGlass10,0.006898647100946128,-1.3368399602498033
10MKNNGlass10,50MKNNGlass10,0.00017011925273829754,-2.01179874656653
15MKNNGlass10,30MKNNGlass10,0.006898647100946128,-1.0087514134890687
15MKNNGlass10,50MKNNGlass10,0.00017011925273829754,-1.8692772948060705
20MKNNGlass10,30MKNNGlass10,0.031046781145641307,-0.9860080349192526
20MKNNGlass10,50MKNNGlass10,0.0012162112998959323,-1.8631364464105125
30MKNNGlass10,50MKNNGlass10,0.006898647100946128,-1.385638855220285
5MKNNAppendicitis10,20MKNNAppendicitis10,0.031046781145641363,-1.0699740727325422
5MKNNAppendicitis10,30MKNNAppendicitis10,0.031046781145641307,-1.1609161859978507
5MKNNAppendicitis10,50MKNNAppendicitis10,0.031046781145641307,-1.436984407052399
