model1,model2,p value,cohen value
1EKNNMushroom33,5EKNNMushroom33,0.006898647100946122,1.1285391539819634
1EKNNMushroom33,10EKNNMushroom33,0.00017011925273829754,2.0437916553736284
1EKNNMushroom33,15EKNNMushroom33,0.006898647100946122,0.9075244725459397
1EKNNMushroom33,20EKNNMushroom33,0.031046781145641363,0.7493602979476152
1EKNNMushroom33,50EKNNMushroom33,0.0012162112998959323,-1.4058939163553823
5EKNNMushroom33,10EKNNMushroom33,0.031046781145641307,1.0986286480878187
5EKNNMushroom33,30EKNNMushroom33,0.031046781145641307,-1.1724952252482692
5EKNNMushroom33,50EKNNMushroom33,0.00017011925273829754,-2.9219325535106804
10EKNNMushroom33,15EKNNMushroom33,0.006898647100946128,-1.425677194215141
10EKNNMushroom33,30EKNNMushroom33,0.0012162112998959323,-2.2887737082875197
10EKNNMushroom33,50EKNNMushroom33,1.8879793657162556e-05,-3.853915723754448
15EKNNMushroom33,50EKNNMushroom33,0.00017011925273829754,-2.7509190767904363
20EKNNMushroom33,50EKNNMushroom33,0.0012162112998959323,-2.008166656585523
30EKNNMushroom33,50EKNNMushroom33,0.0012162112998959323,-2.0426925226778723
1MKNNMushroom33,10MKNNMushroom33,1.8879793657162556e-05,2.7250384008448076
1MKNNMushroom33,15MKNNMushroom33,0.0012162112998959323,1.5681276924787535
1MKNNMushroom33,20MKNNMushroom33,0.006898647100946122,1.515730593209327
1MKNNMushroom33,50MKNNMushroom33,0.031046781145641363,-1.0685767272342779
5MKNNMushroom33,10MKNNMushroom33,0.0012162112998959323,1.9666659882696875
5MKNNMushroom33,50MKNNMushroom33,0.006898647100946128,-1.4664540875266925
10MKNNMushroom33,15MKNNMushroom33,0.031046781145641363,-1.353635222625777
10MKNNMushroom33,20MKNNMushroom33,0.031046781145641363,-1.1815811829818466
10MKNNMushroom33,30MKNNMushroom33,0.0012162112998959323,-1.4288276839690455
10MKNNMushroom33,50MKNNMushroom33,1.8879793657162556e-05,-3.3243003264308206
15MKNNMushroom33,30MKNNMushroom33,0.031046781145641307,-0.7181358479282022
15MKNNMushroom33,50MKNNMushroom33,0.00017011925273829754,-2.4082408697118654
20MKNNMushroom33,30MKNNMushroom33,0.031046781145641307,-0.7281649586389628
20MKNNMushroom33,50MKNNMushroom33,0.00017011925273829754,-2.3476225122137087
30MKNNMushroom33,50MKNNMushroom33,0.031046781145641307,-1.0379125694249454
1EKNNGlass33,10EKNNGlass33,0.031046781145641307,-0.7858087111070547
1EKNNGlass33,15EKNNGlass33,0.031046781145641307,-0.8045499858391872
1EKNNGlass33,20EKNNGlass33,0.006898647100946122,-1.096565506600756
1EKNNGlass33,30EKNNGlass33,0.00017011925273829754,-1.366482063815665
1EKNNGlass33,50EKNNGlass33,1.8879793657162556e-05,-3.9676802526824066
5EKNNGlass33,15EKNNGlass33,0.031046781145641307,-0.6180700058998955
5EKNNGlass33,20EKNNGlass33,0.031046781145641307,-0.9571801505160118
5EKNNGlass33,30EKNNGlass33,0.00017011925273829754,-1.292301419418864
5EKNNGlass33,50EKNNGlass33,1.8879793657162556e-05,-3.9596099051461167
10EKNNGlass33,30EKNNGlass33,0.006898647100946122,-1.0441921449516314
10EKNNGlass33,50EKNNGlass33,1.8879793657162556e-05,-3.578266740772371
15EKNNGlass33,30EKNNGlass33,0.00017011925273829754,-1.1326586227308173
15EKNNGlass33,50EKNNGlass33,1.8879793657162556e-05,-3.940215196408134
20EKNNGlass33,30EKNNGlass33,0.031046781145641307,-0.932482221851923
20EKNNGlass33,50EKNNGlass33,1.8879793657162556e-05,-3.4531174909100195
30EKNNGlass33,50EKNNGlass33,0.0012162112998959323,-1.1772414919018581
1MKNNGlass33,5MKNNGlass33,0.006898647100946122,-1.2976638521583963
1MKNNGlass33,10MKNNGlass33,0.006898647100946122,-1.5104922388136588
1MKNNGlass33,15MKNNGlass33,0.0012162112998959323,-1.6376276213702947
1MKNNGlass33,20MKNNGlass33,0.0012162112998959323,-2.5209013402701226
1MKNNGlass33,30MKNNGlass33,0.00017011925273829754,-2.757906079461016
1MKNNGlass33,50MKNNGlass33,1.8879793657162556e-05,-3.2495148529657243
5MKNNGlass33,20MKNNGlass33,0.006898647100946128,-1.2008745794116324
5MKNNGlass33,30MKNNGlass33,0.0012162112998959323,-1.8641746606559544
5MKNNGlass33,50MKNNGlass33,1.8879793657162556e-05,-2.809213622746669
10MKNNGlass33,20MKNNGlass33,0.031046781145641307,-0.769061954036887
10MKNNGlass33,30MKNNGlass33,0.0012162112998959323,-1.5319846204463154
10MKNNGlass33,50MKNNGlass33,1.8879793657162556e-05,-2.6377764288554713
15MKNNGlass33,50MKNNGlass33,1.8879793657162556e-05,-2.444553446522505
20MKNNGlass33,50MKNNGlass33,1.8879793657162556e-05,-2.3366369748603706
30MKNNGlass33,50MKNNGlass33,0.0012162112998959323,-1.7009345750736413
